site_code,sst_max,sst_min,sst_median,sst_mean,sst_sd,last5_temp95,last5_temp90,last5_temp75,last5_temp25,last5_temp10,last5_temp05,region_code,region_name,decimal_latitude,decimal_longitude,region_lat_name,region_label,region_code_label
CB_BV,16.1604,9.3642,12.5665,12.707258695652174,1.4937109289336183,15.22402,14.7531,13.83155,11.5259,10.80774,10.530380000000001,OR_CB,OR_CB,43.35965,-124.316933,11,"Coos Bay, Oregon","Coos Bay, Oregon"
CB_FP,16.15325,9.3525,12.557749999999999,12.69485054347826,1.4933067647828764,15.199225,14.738750000000001,13.831625,11.5051875,10.790325000000001,10.525749999999999,OR_CB,OR_CB,43.35965,-124.310117,11,"Coos Bay, Oregon","Coos Bay, Oregon"
CC_CHP,17.008399999999998,10.5496,14.641300000000001,14.302049094202898,1.6926232468451468,16.454976666666667,16.26909333333333,15.675033333333335,13.235116666666666,11.455093333333334,11.066086666666667,BC_CC,BC_CC,51.60867225,-128.11100075,4,Central Coast British Columbia,Central Coast British Columbia
CC_FAN3,17.246388888888887,10.575555555555557,14.786666666666669,14.389170440821255,1.7426154074352571,16.64172222222222,16.40776111111111,15.727472222222222,13.34361111111111,11.430299999999999,11.052594444444443,BC_CC,BC_CC,52.0534175,-128.40325075,4,Central Coast British Columbia,Central Coast British Columbia
CC_GOG1,17.020166666666668,10.37,14.639000000000001,14.326371980676328,1.7443641293884928,16.61276388888889,16.294844444444447,15.756569444444443,13.297597222222223,11.353455555555556,10.985263888888888,BC_CC,BC_CC,51.92385,-128.468065,4,Central Coast British Columbia,Central Coast British Columbia
CC_KIS1,16.35686666666667,10.057333333333332,14.2599,13.839465398550724,1.6164423599547908,15.928953333333332,15.635293333333333,15.041516666666666,12.900400000000001,11.108693333333335,10.66948,BC_CC,BC_CC,51,-128.5,4,Central Coast British Columbia,Central Coast British Columbia
CC_KIS2,17.177,10.5554375,14.70296875,14.400002547554347,1.7090646967230436,16.643871875,16.418756249999998,15.761109375000002,13.402078125,11.41253125,11.196221875,BC_CC,BC_CC,51.8367216666667,-128.239288666667,4,Central Coast British Columbia,Central Coast British Columbia
CC_PBA,17.045375,10.5505625,14.66090625,14.32207082201087,1.7031711240925653,16.481565625000002,16.326918749999997,15.69934375,13.269265625000001,11.45696875,11.09785625,BC_CC,BC_CC,51.646445,-128.11899475,4,Central Coast British Columbia,Central Coast British Columbia
HB_EB,17.033666666666665,9.7,12.903166666666666,12.911414855072463,1.2986004707214673,15.221166666666663,14.521933333333333,13.703833333333332,12.095333333333333,11.257166666666667,10.948916666666666,CA_HB,CA_HB,40.803473,-124.176972,12,"Humboldt Bay, California","Humboldt Bay, California"
HB_KS,17.116500000000002,9.7695,12.883500000000002,12.935035326086956,1.30279679035155,15.31185,14.57715,13.657875,12.120875,11.248050000000001,10.962050000000001,CA_HB,CA_HB,40.737335,-124.22034,12,"Humboldt Bay, California","Humboldt Bay, California"
HB_SR,17.1006,9.7506,12.9007,12.941880978260869,1.303494300510287,15.304569999999998,14.581,13.6928,12.125,11.248940000000001,10.97756,CA_HB,CA_HB,40.772352,-124.2123695,12,"Humboldt Bay, California","Humboldt Bay, California"
HG_BH,17.0374,9.447533333333332,14.085466666666665,13.489546920289854,1.899659310959145,15.790493333333334,15.510460000000002,14.982716666666667,12.023983333333334,10.285273333333333,9.996573333333334,BC_HGa,BC_HG,52.34841,-131.362913333333,3,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia"
HG_DN,17.8163125,9.84825,14.301375,13.876733695652174,1.9192370550667655,16.524009375,16.121187499999998,15.412296875,12.507953125,10.777743749999999,10.482671875000001,BC_HGb,BC_HG,53.15408083335,-132.26982766665,3,"Haida Gwaii, British Columbia","Haida Nation, British Columbia"
HG_DSD,15.870625,9.2270625,13.5968125,13.082932404891304,1.6972206522968547,15.2800625,14.9630125,14.36815625,11.894937500000001,10.244024999999999,9.89065,BC_HGa,BC_HG,54.009672,-132.138685333333,3,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia"
HG_LIE,16.5250625,9.28075,13.9595,13.398826426630436,1.8889821366543638,15.63873125,15.4172,14.944015625,12.01790625,10.23613125,9.95006875,BC_HGa,BC_HG,52.228491,-131.278427666667,3,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia"
HG_MDD,15.854411764705882,9.209411764705882,13.583588235294117,13.072903612531968,1.6946846721558426,15.265973529411767,14.949411764705882,14.35891176470588,11.88854411764706,10.23855294117647,9.883944117647061,BC_HGa,BC_HG,54.0090613333333,-132.149920666667,3,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia"
HG_RI,17.364666666666665,9.495944444444444,14.31338888888889,13.622334390096619,1.9410030934078863,16.09090555555556,15.746061111111114,15.054083333333333,12.269472222222221,10.36475,9.973508333333331,BC_HGa,BC_HG,52.57346275,-131.39581525,3,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia"
HG_ROI,16.417055555555557,9.302833333333332,14.046138888888887,13.46649245169082,1.8922814914285069,15.725549999999998,15.46946111111111,14.975944444444444,12.18063888888889,10.241766666666667,9.893455555555555,BC_HGa,BC_HG,52.20474,-131.14211,3,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia"
HG_SB,17.7034375,9.59075,14.2949375,13.634976222826086,1.9708620578282716,16.076915624999998,15.8174,15.067375,12.184421875,10.39955625,9.995228125,BC_HGa,BC_HG,52.631124,-131.60783125,3,"Haida Gwaii, British Columbia","Haida Gwaii, British Columbia"
HG_TK,17.99677777777778,9.986833333333331,14.495305555555554,14.081640700483092,1.9686232727806554,16.80458611111111,16.410249999999998,15.672999999999998,12.752305555555555,10.898433333333333,10.52407777777778,BC_HGb,BC_HG,53.19458,-132.12775166665,3,"Haida Gwaii, British Columbia","Haida Nation, British Columbia"
IC_GOW,20.449928571428572,11.291642857142858,16.357964285714285,15.995627717391304,2.0664607275729385,18.807935714285716,18.47677857142857,17.598410714285716,14.43842857142857,12.865371428571427,12.297157142857143,BC_IC,BC_IC,50.08008675,-125.21621525,6,"Inner Coast, British Columbia","Inner Coast, British Columbia"
